partNumber,productName,spec,rate,stock,safety,laststock1,laststock2,laststock3,prdictSafety1,prdictSafety2,seasonPart,modelName,recommend,createTime,true_consumption1_x,true_consumption1_y
22024-000380,塑膠件-聯軸器上蓋,GTH12-40.5*36.5*2.3-(PANTONE Cool Gray11 C),1.0,0.0,0.0,36.0,14.0,9.0,13,20,0,2022-09-13-11-34-33,33,1663040931,20.0,6.0
22024-000395,塑膠件-滑座上蓋,GTH5-YAMAHA-114.93*52.5*10.5-(PANTONE Blaok 6C),1.0,0.0,0.0,87.0,26.0,10.0,101,117,0,2022-09-13-11-34-33,218,1663040931,135.0,67.0
22024-000400,塑膠件-滑座上蓋,GTH8-YAMAHA-134.88*81*12-(PANTONE Blaok 6C),1.0,0.0,0.0,67.0,25.0,55.0,89,71,0,2022-09-13-11-34-33,160,1663040931,85.0,92.0
22024-000406,塑膠件-耐磨環,GTY4-外徑12*1.9,1.0,0.0,0.0,91.0,41.0,19.0,54,58,0,2022-09-13-11-34-33,112,1663040931,29.0,66.0
22024-000407,塑膠件-耐磨環,GTY5-外徑16*1.9,1.0,0.0,0.0,127.0,71.0,57.0,83,83,0,2022-09-13-11-34-33,166,1663040931,90.0,47.0
22024-000408,塑膠件-耐磨環,GTY8-外徑20*2.4,1.0,0.0,0.0,129.0,128.0,44.0,78,77,0,2022-09-13-11-34-33,155,1663040931,75.0,41.0
22027-000059-02,迫緊片-皮帶迫緊片-SUS304-2B-02,國際2(4)00w-56*63*23+孔6.6(長穴孔),1.0,40.0,86.0,14.0,504.0,320.0,103,47,0,2022-09-13-11-34-33,150,1663040931,6.0,10.0
22027-000065,迫緊片-皮帶迫緊片-(SUS304-2B),三菱750w-80*80*23,1.0,93.0,82.0,37.0,82.0,45.0,42,28,0,2022-09-13-11-34-33,70,1663040931,62.0,53.0
22029-003129,皮帶-開放-橡膠皮帶,2GT-15-長1331-15寬,1.0,10.0,2.0,0.0,1.0,10.0,1,7,0,2022-09-13-11-34-33,8,1663040931,0.0,2.0
22030-000163,感應片-MK85-注油型,52*33.5*11*t1-沙面,1.0,121.0,5.0,3.0,16.0,4.0,7,6,0,2022-09-13-11-34-33,13,1663040931,0.0,3.0
22030-000180,感應片-Y軸,JTH-19*17*10*1t-沙面,1.0,1.0,13.0,3.0,1.0,15.0,4,15,0,2022-09-13-11-34-33,19,1663040931,0.0,6.0
22030-000183,感應片-Z軸,JTH-21*19*10*1t-沙面,1.0,0.0,0.0,25.0,3.0,25.0,14,20,0,2022-09-13-11-34-33,34,1663040931,1.0,7.0
22030-000187,感應片-60mm-(SUS304-2B),N型-60*10*9*1*9M,1.0,67.0,5.0,8.0,0.0,13.0,17,17,0,2022-09-13-11-34-33,34,1663040931,1.0,4.0
22030-000189,感應片-72mm-(SUS304-2B),N型-72*10*9*1*9M,1.0,170.0,2.0,2.0,0.0,4.0,6,1,0,2022-09-13-11-34-33,7,1663040931,0.0,21.0
22030-000253,感應片-MH65,L型-21*19*19*t0.8-沙面,1.0,0.0,0.0,8.0,11.0,2.0,5,6,0,2022-09-13-11-34-33,11,1663040931,2.0,0.0
22030-000260,感應片,LGF15-20*18.5*11.5*厚1-沙面,1.0,0.0,0.0,8.0,31.0,44.0,20,21,0,2022-09-13-11-34-33,41,1663040931,54.0,14.0
22031-000019,固定片-SUNX光電固定片-2,30*14*3-沙面,1.0,24.0,430.0,246.0,170.0,466.0,180,232,0,2022-09-13-11-34-33,412,1663040931,178.0,284.0
22031-000044-02,固定片-中空馬達-鎖固片-02,50W-15.4*5.6*厚1.5,1.0,6.0,30.0,3.0,1.0,1.0,0,0,0,2022-09-13-11-34-33,0,1663040931,4.0,0.0
22031-000047-02,固定片-光電固定片-02,GTH5/8-配合674外掛-52.5*18*18*厚1-(4號透明夾鏈袋),1.0,1586.0,5427.0,3291.0,2870.0,3020.0,2677,2067,0,2022-09-13-11-34-33,4744,1663040931,2781.0,3020.0
22031-000051,固定片-變壓器固定片,JTH-92.8*33.1*20*1.2t-沙面,1.0,3.0,10.0,3.0,1.0,15.0,9,13,0,2022-09-13-11-34-33,22,1663040931,0.0,1.0
22031-000052,固定片-繼電器鋁軌片,三住-DIN滑軌-DNR314-100-市購,1.0,13.0,15.0,14.0,3.0,15.0,9,19,0,2022-09-13-11-34-33,28,1663040931,0.0,8.0
22031-000081,固定片-光電固定片,LGF15-41*16*15.7*厚1-沙面,1.0,0.0,0.0,41.0,104.0,129.0,82,39,0,2022-09-13-11-34-33,121,1663040931,183.0,70.0
22031-000090,固定片-光電固定片,GTH12-52.5*16*15.7*1t-(橙色自封袋),1.0,0.0,0.0,585.0,646.0,960.0,551,474,0,2022-09-13-11-34-33,1025,1663040931,540.0,618.0
22031-000106,固定片-光電固定片,GTH4-配合674外掛-52.5*20.5*14.5*厚1-(綠色自封袋),1.0,0.0,0.0,258.0,367.0,304.0,391,330,0,2022-09-13-11-34-33,721,1663040931,363.0,259.0
22033-000037,壓板-軸承壓板,GTH12-直徑37*厚3,1.0,0.0,0.0,2801.0,3357.0,1620.0,2091,1865,0,2022-09-13-11-34-33,3956,1663040931,2792.0,1799.0
22033-000038,壓板-皮帶壓板,JTH-24*21*2,1.0,0.0,0.0,8.0,4.0,61.0,31,51,0,2022-09-13-11-34-33,82,1663040931,0.0,28.0
22035-000075,油嘴-注油配件,GTH5-油珠直徑5mm-(不鏽鋼),1.0,0.0,0.0,32988.0,10000.0,18499.0,17715,19697,0,2022-09-13-11-34-33,37412,1663040931,4.0,20000.0
22036-000004,間隔環-軸承間隔環,內徑10*外徑13*長4.5,1.0,22.0,12.0,2.0,10.0,8.0,8,6,0,2022-09-13-11-34-33,14,1663040931,4.0,4.0
22036-000045,間隔環-高速軸承迫緊環,GTH5-(HBPC-MCX)-M24*1.5P*14L,1.0,3643.0,11549.0,4669.0,2610.0,2430.0,3518,3309,0,2022-09-13-11-34-33,6827,1663040931,4499.0,3880.0
22036-000046-02,軸承間隔環-02,外徑36+內徑25*長92,1.0,0.0,0.0,12.0,100.0,2.0,42,13,0,2022-09-13-11-34-33,55,1663040931,2.0,0.0
22036-000071,間隔環-軸承間隔環,外徑28+內徑15*長34-配合TBI-16(05/10/16),1.0,47.0,40.0,12.0,22.0,12.0,0,0,0,2022-09-13-11-34-33,0,1663040931,14.0,56.0
22037-000074,墊片-馬達墊片200W-(SUS304-2B),60*60*4,1.0,649.0,233.0,172.0,644.0,468.0,294,151,0,2022-09-13-11-34-33,445,1663040931,128.0,118.0
22037-000086,墊片,JTH-600*9*3t-500型,1.0,1.0,2.0,10.0,2.0,11.0,2,8,0,2022-09-13-11-34-33,10,1663040931,1.0,2.0
22037-000092,墊片,JTH-500*9*3t-400型,1.0,0.0,0.0,10.0,1.0,5.0,2,4,0,2022-09-13-11-34-33,6,1663040931,0.0,1.0
22037-000093,墊片,JTH-400*9*3t-300型,1.0,0.0,0.0,1.0,0.0,10.0,2,0,0,2022-09-13-11-34-33,2,1663040931,1.0,2.0
22037-000111,墊片,CSS20-外徑8*內徑3.4*厚2,1.0,0.0,0.0,30.0,10.0,17.0,43,42,0,2022-09-13-11-34-33,85,1663040931,20.0,20.0
22038-000087-06,蓋板-防塵鐵片-06,GTH4-(MS-SM)-31.8*27.25*厚1-沙面,1.0,0.0,0.0,2093.0,1485.0,1051.0,1146,1447,0,2022-09-13-11-34-33,2593,1663040931,1567.0,1672.0
22040-000037,上蓋-滑座護蓋,LGF15-156.5*70.9*12*厚1-上鎖,1.0,0.0,0.0,8.0,37.0,44.0,26,20,0,2022-09-13-11-34-33,46,1663040931,73.0,20.0
22041-000018,固定板-斜角滾珠固定板,ETH6M-31*27*2,1.0,668.0,55.0,43.0,58.0,71.0,96,24,0,2022-09-13-11-34-33,120,1663040931,22.0,15.0
22041-000028,固定板-斜角滾珠固定板,Y65-38.5*33.5*6,1.0,43.0,436.0,35.0,221.0,88.0,36,96,0,2022-09-13-11-34-33,132,1663040931,16.0,13.0
22041-000055-02,固定板-滾輪組固定板-02,ECH(B)10&ECH12-沙面,1.0,580.0,393.0,0.0,100.0,0.0,214,115,0,2022-09-13-11-34-33,329,1663040931,0.0,100.0
22041-000057-02,固定板-滾輪組固定板-02,ECH(B)14-沙面,1.0,420.0,458.0,900.0,0.0,0.0,286,529,0,2022-09-13-11-34-33,815,1663040931,0.0,600.0
22041-000213,固定板-X軸皮帶固定板,JTH-100*27.5*14*1.5t-沙面,1.0,0.0,0.0,1.0,1.0,15.0,5,13,0,2022-09-13-11-34-33,18,1663040931,0.0,8.0
22041-000215,固定板-Y軸皮帶固定板,JTH-34*27.5*17*1.5t-沙面,1.0,0.0,0.0,6.0,2.0,30.0,28,25,0,2022-09-13-11-34-33,53,1663040931,0.0,12.0
22041-000225,固定板-IO固定板,JTH-70*40*15*1.2t-沙面,1.0,0.0,0.0,14.0,3.0,15.0,8,19,0,2022-09-13-11-34-33,27,1663040931,0.0,8.0
22041-000257-03,固定板-Z軸履帶固定板-03,JTH-122*82*59.5*1.5t-沙面,1.0,1.0,2.0,1.0,0.0,15.0,7,15,0,2022-09-13-11-34-33,22,1663040931,0.0,5.0
22041-000258,固定板-皮帶下固定板-(SUS304-2B,ET(C)B10-43*27*3,1.0,194.0,71.0,56.0,66.0,60.0,60,81,0,2022-09-13-11-34-33,141,1663040931,60.0,52.0
22041-000263,固定板-底座下連結板-LIHSI,JTH-724*436.5*2t-沙面,1.0,0.0,0.0,4.0,2.0,10.0,2,6,0,2022-09-13-11-34-33,8,1663040931,0.0,1.0
22041-000298,固定板-Y軸上蓋固定板-SUS304-2B,JTH-101*59.5*13*1.5t,1.0,0.0,0.0,28.0,6.0,30.0,23,41,0,2022-09-13-11-34-33,64,1663040931,0.0,14.0
22041-000302-02,固定板-電控底板-02,JTH-739*608*100*2t-500型,1.0,0.0,0.0,1.0,1.0,10.0,2,6,0,2022-09-13-11-34-33,8,1663040931,0.0,0.0
22041-000475,固定座-磁鐵固定座,GTH12-69*46.5*9*1.5t,1.0,0.0,0.0,4378.0,5012.0,2494.0,2871,2618,0,2022-09-13-11-34-33,5489,1663040931,4234.0,2736.0
22041-000482,固定板-軸固定板,XYGT320-A1/A2-X-100*68*25*2t,1.0,0.0,0.0,4.0,2.0,1.0,2,1,0,2022-09-13-11-34-33,3,1663040931,2.0,1.0
22041-000484,固定板-軸固定板,XYGT320-A1/A4-Y-153.5*127.5*16*2t,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,2022-09-13-11-34-33,1,1663040931,2.0,1.0
22041-000500,固定座-煞車塊-配合煞車器,CGTH4-35M-外徑20*內徑6*11L,1.0,0.0,0.0,42.0,27.0,27.0,20,14,0,2022-09-13-11-34-33,34,1663040931,35.0,9.0
22041-000549,固定板-軸承固定板,GTH5-33*21.5*2-沙面-(反向同動),1.0,0.0,0.0,73.0,27.0,29.0,37,36,0,2022-09-13-11-34-33,73,1663040931,33.0,26.0
22041-000550,固定板-軸承固定板,GTH8-39*24.5*2-沙面-(反向同動),1.0,0.0,0.0,25.0,9.0,10.0,13,10,0,2022-09-13-11-34-33,23,1663040931,23.0,9.0
22041-000557,固定板-滑座護蓋固定板,LGF15-68.8*36.9*9*厚1-沙面,1.0,0.0,0.0,110.0,100.0,100.0,61,66,0,2022-09-13-11-34-33,127,1663040931,0.0,100.0
22041-000629,固定板-X軸固定板,XYGT430-A1/A2-123*69*26.5*2t,1.0,0.0,0.0,6.0,1.0,1.0,3,3,0,2022-09-13-11-34-33,6,1663040931,2.0,3.0
22041-000683,固定板-滾輪組固定板,ECH(B)22-197.5*42*17.5*厚1-沙面,1.0,0.0,0.0,114.0,184.0,116.0,97,66,0,2022-09-13-11-34-33,163,1663040931,46.0,62.0
22043-000012,平行鍵,3*3*10L,1.0,19.0,87.0,8.0,3.0,19.0,8,20,0,2022-09-13-11-34-33,28,1663040931,0.0,6.0
22043-000014,平行鍵,5*5*20L,1.0,650.0,2000.0,5998.0,0.0,1500.0,1081,1319,0,2022-09-13-11-34-33,2400,1663040931,0.0,4000.0
22044-000014-03,出力中空軸-03,Y65-行程200-長266,1.0,0.0,0.0,6.0,13.0,12.0,10,12,0,2022-09-13-11-34-33,22,1663040931,0.0,0.0
22044-000015-03,出力中空軸-03,Y65-行程250-長316,1.0,0.0,0.0,6.0,17.0,4.0,13,11,0,2022-09-13-11-34-33,24,1663040931,0.0,0.0
22044-000021,出力中空軸,Y50-行程200-長261,1.0,0.0,0.0,0.0,3.0,1.0,1,3,0,2022-09-13-11-34-33,4,1663040931,1.0,12.0
22044-000038,出力中空軸,Y50-BC-行程50-長103,1.0,0.0,0.0,0.0,4.0,0.0,3,3,0,2022-09-13-11-34-33,6,1663040931,0.0,0.0
22045-000003,磁鐵,內徑24.6+外徑33*厚3.5,1.0,205.0,1000.0,18.0,68.0,43.0,27,45,0,2022-09-13-11-34-33,72,1663040931,5.0,28.0
22045-000007,磁鐵-N38,20*8*4+M3皿頭孔(性能N38),1.0,2775.0,36956.0,8908.0,10348.0,5228.0,6003,5265,0,2022-09-13-11-34-33,11268,1663040931,8726.0,5914.0
22045-000012,磁鐵,MGLN8-8-6,1.0,15707.0,45603.0,9254.0,5142.0,4826.0,6743,6845,0,2022-09-13-11-34-33,13588,1663040931,8964.0,7762.0
22045-000014,磁鐵-方形磁鐵,MGLN6-6-6,1.0,4744.0,8158.0,2002.0,1444.0,1032.0,1088,1428,0,2022-09-13-11-34-33,2516,1663040931,1538.0,1606.0
22045-000022,磁鐵,MGLN20-10-10,1.0,3037.0,44426.0,7924.0,4714.0,6074.0,6742,6722,0,2022-09-13-11-34-33,13464,1663040931,6591.0,7558.0
22045-000025,磁鐵-(G系列環型磁鐵),GTY8-內徑26.3+外徑36.5*厚3.5,1.0,465.0,1000.0,139.0,128.0,45.0,82,82,0,2022-09-13-11-34-33,164,1663040931,75.0,41.0
22045-000026-02,磁鐵-(G系列環型磁鐵)-02,GTY4-內徑18+外徑23.6*厚7,1.0,0.0,0.0,92.0,41.0,19.0,48,69,0,2022-09-13-11-34-33,117,1663040931,33.0,66.0
22046-000007,感應器,KT-32N-2M,1.0,0.0,0.0,13.0,3.0,18.0,26,25,0,2022-09-13-11-34-33,51,1663040931,15.0,12.0
22047-000019,襯套-法蘭線性襯套,Misumi-LHFSWMF16,1.0,0.0,0.0,26.0,120.0,14.0,39,59,0,2022-09-13-11-34-33,98,1663040931,24.0,2.0
22049-000134-03,MOTOR-ST-03,E42PMK440CN(單軸心)-(樹脂 cover),1.0,778.0,620.0,29.0,151.0,158.0,125,41,0,2022-09-13-11-34-33,166,1663040931,460.0,177.0
22049-000226,馬達部品-煞車器,MBSS013AA,1.0,0.0,0.0,0.0,0.0,29.0,10,4,0,2022-09-13-11-34-33,14,1663040931,6.0,15.0
22049-000254-02,MOTOR-02,MINEBEA-A14PMF444CNVA4139,1.0,0.0,0.0,11.0,49.0,47.0,36,29,0,2022-09-13-11-34-33,65,1663040931,50.0,26.0
22069-000006,墊圈-導桿前板墊圈,Y50-外徑24+內徑12.2-厚4,1.0,0.0,32.0,14.0,14.0,22.0,8,10,0,2022-09-13-11-34-33,18,1663040931,5.0,27.0
22098-000003-02,美觀貼(張)-TC100外觀貼紙-02,145*23mm,1.0,0.0,0.0,18.0,30.0,269.0,326,285,0,2022-09-13-11-34-33,611,1663040931,680.0,360.0
22098-000042-02,美觀貼(張)-XC100外觀貼紙-02,145.9*23.9mm,1.0,0.0,0.0,50.0,10.0,10.0,30,36,0,2022-09-13-11-34-33,66,1663040931,0.0,50.0
22098-000045,標籤(張)-注意事項表,中日英配線注意事項(含夾鏈袋),1.0,0.0,0.0,40.0,24.0,37.0,39,47,0,2022-09-13-11-34-33,86,1663040931,28.0,31.0
22104-000008,鋼珠,外徑2.5(+0),1.0,55000.0,166667.0,0.0,0.0,60000.0,49257,51585,0,2022-09-13-11-34-33,100842,1663040931,60000.0,60000.0
22104-000020,鋼珠,外徑2.778(+0),1.0,0.0,150333.0,0.0,40000.0,40000.0,23154,38686,0,2022-09-13-11-34-33,61840,1663040931,80000.0,40000.0
22104-000041,鋼珠,外徑3.175(-3u),1.0,49800.0,216667.0,0.0,0.0,100000.0,31632,38931,0,2022-09-13-11-34-33,70563,1663040931,25000.0,25000.0
22104-000042,鋼珠,外徑3.175(-2u),1.0,0.0,0.0,0.0,0.0,50000.0,20774,77924,0,2022-09-13-11-34-33,98698,1663040931,50000.0,50000.0
22104-000043,鋼珠,外徑3.175(-1u),1.0,0.0,283333.0,100000.0,25000.0,50000.0,76815,43089,0,2022-09-13-11-34-33,119904,1663040931,75000.0,150000.0
22104-000044,鋼珠,外徑3.175(+0),1.0,25000.0,350139.0,125000.0,100000.0,125000.0,72914,75338,0,2022-09-13-11-34-33,148252,1663040931,150000.0,200000.0
22104-000046,鋼珠,外徑3.175(+2u),1.0,0.0,237091.0,0.0,75000.0,175000.0,15039,25189,0,2022-09-13-11-34-33,40228,1663040931,100000.0,150000.0
22104-000068,鋼珠,外徑2.778(-4u),1.0,80000.0,95667.0,87000.0,0.0,40000.0,30891,23338,0,2022-09-13-11-34-33,54229,1663040931,0.0,0.0
22104-000070,鋼珠,外徑2.778(-2u),1.0,0.0,126333.0,40000.0,40000.0,0.0,35504,37125,0,2022-09-13-11-34-33,72629,1663040931,40000.0,40000.0
22104-000072,鋼珠,外徑2.778(+1u),1.0,50800.0,153000.0,40000.0,40000.0,40000.0,40428,34250,0,2022-09-13-11-34-33,74678,1663040931,40000.0,40000.0
22104-000073,鋼珠,外徑2.778(+2u),1.0,40000.0,245333.0,120000.0,0.0,40000.0,51584,59533,0,2022-09-13-11-34-33,111117,1663040931,40000.0,80000.0
22104-000075,鋼珠,外徑2.778(+4u),1.0,0.0,0.0,80000.0,80000.0,80000.0,64686,32671,0,2022-09-13-11-34-33,97357,1663040931,40000.0,40000.0
22104-000172,鋼珠,外徑4.7625(-3u),1.0,80000.0,104727.0,0.0,0.0,40000.0,16845,6464,0,2022-09-13-11-34-33,23309,1663040931,60000.0,60000.0
22104-000173,鋼珠,外徑4.7625(-2u),1.0,110000.0,233000.0,32000.0,0.0,40000.0,52103,63033,0,2022-09-13-11-34-33,115136,1663040931,40000.0,64000.0
22104-000175,鋼珠,外徑4.7625(+0),1.0,88000.0,322667.0,96000.0,80000.0,72000.0,76956,96941,0,2022-09-13-11-34-33,173897,1663040931,72000.0,112000.0
22104-000176,鋼珠,外徑4.7625(+1u),1.0,58000.0,324667.0,88000.0,64000.0,40000.0,64779,81654,0,2022-09-13-11-34-33,146433,1663040931,48000.0,56000.0
22104-000177,鋼珠,外徑4.7625(+2u),1.0,72000.0,162000.0,48000.0,32000.0,48000.0,40053,40998,0,2022-09-13-11-34-33,81051,1663040931,16000.0,48000.0
22104-000190,鋼珠,外徑7.9375(+3u),1.0,0.0,0.0,10200.0,22100.0,34000.0,16079,16090,0,2022-09-13-11-34-33,32169,1663040931,18700.0,20400.0
22104-000252,鋼珠,外徑7.9375(+1u),1.0,0.0,0.0,20400.0,28900.0,17000.0,19353,10580,0,2022-09-13-11-34-33,29933,1663040931,30600.0,20400.0
22104-000253,鋼珠,外徑7.9375(+2u),1.0,0.0,0.0,22100.0,34000.0,30600.0,25380,18325,0,2022-09-13-11-34-33,43705,1663040931,20400.0,18700.0
22104-000254,鋼珠,外徑7.9375(+4u),1.0,0.0,0.0,0.0,18700.0,17000.0,9662,11675,0,2022-09-13-11-34-33,21337,1663040931,11900.0,30600.0
22110-000002,油品-潤滑油,YAMABALA 潤滑油-AFEP2,1.0,20.0,201.0,15.0,21.0,0.0,51,66,0,2022-09-13-11-34-33,117,1663040931,80.0,0.0
22115-000003,腳墊,謹良-AZ-58,1.0,1114.0,107.0,84.0,24.0,104.0,69,78,0,2022-09-13-11-34-33,147,1663040931,8.0,44.0
22118-000012,線材-36pin端子台連結線(1米),3M-MDR36/1.0M,1.0,0.0,0.0,1.0,0.0,3.0,3,7,0,2022-09-13-11-34-33,10,1663040931,6.0,2.0
22119-000044,接頭-端子接頭,SMR-03V-B,1.0,0.0,0.0,49.0,10.0,45.0,34,52,0,2022-09-13-11-34-33,86,1663040931,0.0,24.0
22119-000067,接頭-驅動器36pin端子台,3M-MDR36-TB,1.0,0.0,0.0,1.0,0.0,3.0,2,6,0,2022-09-13-11-34-33,8,1663040931,6.0,2.0
22123-000001,滾輪-白鐵,外徑8.2*總長22.8-無軸承,1.0,0.0,0.0,3.0,8.0,0.0,6,14,0,2022-09-13-11-34-33,20,1663040931,7.0,11.0
22124-000019,標準木箱配件-木棧板,1500*1500*152-內緣尺寸1400*1400,1.0,7.0,4.0,4.0,10.0,2.0,3,1,0,2022-09-13-11-34-33,4,1663040931,3.0,3.0
22124-000025,標準木箱配件-箱體,內緣尺寸1160*1160-高450,1.0,31.0,3.0,3.0,1.0,2.0,1,4,0,2022-09-13-11-34-33,5,1663040931,4.0,0.0
22124-000026,標準木箱配件-箱體,內緣尺寸1460*1460-高450,1.0,11.0,3.0,2.0,8.0,0.0,3,3,0,2022-09-13-11-34-33,6,1663040931,1.0,2.0
22134-000003,PW32防鏽紙,GTH共用-87.5*100,1.0,5997.0,50000.0,13000.0,3000.0,0.0,4638,10586,0,2022-09-13-11-34-33,15224,1663040931,5500.0,10000.0
22200-000010,電子零件-磁環,K5B RC 26*30*13-MB,1.0,150.0,3093.0,350.0,570.0,132.0,181,271,0,2022-09-13-11-34-33,452,1663040931,832.0,419.0
22200-000029,電子零件-LED導光柱,康揚-LC5-8,1.0,0.0,0.0,83.0,60.0,32.0,49,22,0,2022-09-13-11-34-33,71,1663040931,98.0,170.0
22200-000031,電子零件-端子組,中空馬達-25/50W-線長40,1.0,0.0,0.0,100.0,0.0,100.0,75,109,0,2022-09-13-11-34-33,184,1663040931,0.0,4.0
22201-000004,尼龍片-滑座尼龍片+背膠,GTH5-IGUS-65*26*厚度0.8-(含背膠),1.0,0.0,0.0,122.0,121.0,230.0,132,138,0,2022-09-13-11-34-33,270,1663040931,303.0,257.0
22201-000005,尼龍片-滑座尼龍片+背膠,GTH4-IGUS-50*19*厚度0.8-(含背膠),1.0,0.0,0.0,64.0,60.0,83.0,88,167,0,2022-09-13-11-34-33,255,1663040931,111.0,90.0
22201-000006,尼龍片-滑座尼龍片+背膠,GTH8-IGUS-90*44.5*厚度0.8-(含背膠),1.0,0.0,0.0,202.0,151.0,180.0,110,127,0,2022-09-13-11-34-33,237,1663040931,138.0,125.0
28009-025-36,風扇,東方馬達 MD825B-24H-市購,1.0,0.0,0.0,3.0,8.0,11.0,8,2,0,2022-09-13-11-34-33,10,1663040931,1.0,3.0
28173-000-01,工程樹脂軸承,EVBH30(外徑30+M6牙柱*長17.5),1.0,0.0,0.0,24.0,126.0,2.0,40,25,0,2022-09-13-11-34-33,65,1663040931,6.0,0.0
28173-000-03-02,連接桿間隔環-02,外徑18+內徑12.9*長40,1.0,0.0,0.0,48.0,252.0,4.0,75,37,0,2022-09-13-11-34-33,112,1663040931,12.0,0.0
28226-B406-7,Y65導桿前板墊圈-(B406),直徑26X4-(B406),1.0,0.0,0.0,13.0,60.0,7.0,18,27,0,2022-09-13-11-34-33,45,1663040931,12.0,1.0
28232-001-14-02,皮帶輪-雙邊擋片-02,P60-2GT-厚23-外徑42,1.0,1.0,14.0,8.0,1.0,15.0,12,12,0,2022-09-13-11-34-33,24,1663040931,0.0,6.0
28232-004-05,黏式配線固定座,KSS_HC-101,1.0,13.0,181.0,206.0,59.0,230.0,181,189,0,2022-09-13-11-34-33,370,1663040931,35.0,112.0
11003-000010-06,滑座-開放式螺桿-配合THK滑塊-06,ETH12-PCD38*4-M5,1.0,754.0,200.0,25.0,5.0,17.0,31,18,0,2022-09-13-11-34-33,49,1663040931,14.0,11.0
11003-000020-04,滑座-配合THK滑塊-04,ETH17-PCD47*6-M6,1.0,502.0,1600.0,152.0,238.0,170.0,175,108,0,2022-09-13-11-34-33,283,1663040931,38.0,40.0
11003-000298-04,滑座-配合THK滑塊-04,ETB17M-注油型-169*152*54.5,1.0,18.0,100.0,12.0,5.0,0.0,11,7,0,2022-09-13-11-34-33,18,1663040931,0.0,0.0
11003-000313,滑座-(TBI-1202)-磁鐵式,ET(C)H6(M)-27.71*16*4+26.4*14.5*4,1.0,27.0,1.0,0.0,1.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,3.0,1.0
11003-000331-03,滑座-無塵式-配合THK滑塊-03,ECB14滑座-標準型-140*119*50.5,1.0,77.0,61.0,24.0,42.0,81.0,31,27,0,2022-09-13-11-34-33,58,1663040931,26.0,18.0
11003-000333-03,滑座-開放式皮帶-配合THK滑塊-03,ETB22M-新上蓋-230*230*64,1.0,38.0,23.0,3.0,19.0,14.0,11,12,0,2022-09-13-11-34-33,23,1663040931,7.0,0.0
11003-000376-04,滑座-無塵式-配合THK滑塊-04,ECH14滑座-注油型-(注油孔左側)-PCD38*4-M5,1.0,14.0,12.0,4.0,2.0,4.0,4,6,0,2022-09-13-11-34-33,10,1663040931,6.0,2.0
11003-000380,滑座-磁鐵式使用-(角度修改),ETH5M-50*44*40,1.0,136.0,11.0,5.0,12.0,12.0,4,0,0,2022-09-13-11-34-33,4,1663040931,6.0,0.0
11003-000382,滑座-皮帶-(角度修改),ET(C)B6-磁鐵式標準型,1.0,123.0,16.0,10.0,8.0,6.0,10,5,0,2022-09-13-11-34-33,15,1663040931,7.0,8.0
11003-000392,滑座-(TBI-1202)-配合磁鐵式,ETH5M-50*44*40,1.0,44.0,6.0,12.0,0.0,12.0,3,4,0,2022-09-13-11-34-33,7,1663040931,0.0,0.0
11003-000426-02,滑座-注油型-配合THK滑塊-02,ETB22M-新上蓋-230*230*64,1.0,6.0,8.0,2.0,27.0,0.0,4,2,0,2022-09-13-11-34-33,6,1663040931,2.0,2.0
11003-000442-02,滑座-ECB17-配合THK滑塊-02,ECB17一體式-164*154*53,1.0,91.0,72.0,14.0,28.0,80.0,21,26,0,2022-09-13-11-34-33,47,1663040931,46.0,25.0
11003-000445-05,滑座-ECH17-配合THK滑塊-05,ECH17一體式-164*154*80,1.0,46.0,171.0,106.0,161.0,158.0,109,102,0,2022-09-13-11-34-33,211,1663040931,119.0,71.0
11003-000521-02,滑座-JTH-X軸皮帶滑座-02,JTH-138*120*48.5,1.0,0.0,27.0,1.0,1.0,15.0,9,23,0,2022-09-13-11-34-33,32,1663040931,0.0,8.0
11003-000538,GTH4-滑座-珠溝研磨,GTH4-50*42.8*40,1.0,13.0,2084.0,1007.0,738.0,529.0,628,708,0,2022-09-13-11-34-33,1336,1663040931,803.0,816.0
11003-000546,滑座-JTH-Y軸皮帶滑座,JTH-105*100*48.5,1.0,1.0,27.0,3.0,1.0,15.0,7,28,0,2022-09-13-11-34-33,35,1663040931,0.0,6.0
11003-000575,滑座-配合TBI滑塊,ETB10-標準型-110*105*35,1.0,3.0,50.0,18.0,27.0,31.0,25,22,0,2022-09-13-11-34-33,47,1663040931,29.0,16.0
11003-000601,滑座-JTH-Z軸滑座-配合MR12W,JTH-71*60*38,1.0,1.0,32.0,25.0,3.0,25.0,12,28,0,2022-09-13-11-34-33,40,1663040931,1.0,7.0
11005-010770,螺桿-基本長180,TBI-R1205-導程5-行程450-總長630,1.0,0.0,26.0,2.0,2.0,27.0,11,5,0,2022-09-13-11-34-33,16,1663040931,17.0,13.0
11005-010773,螺桿-基本長180,TBI-R1205-導程5-行程600-總長780,1.0,0.0,14.0,0.0,3.0,3.0,4,2,0,2022-09-13-11-34-33,6,1663040931,3.0,19.0
11005-010834,螺桿-基本長180,TBI-R1210-導程10-行程450-總長630,1.0,0.0,138.0,77.0,41.0,43.0,29,63,0,2022-09-13-11-34-33,92,1663040931,45.0,103.0
